Ref No,Calibre,Projectile Type,Projectile Dimension,dai,projectile mass,total mass with sabbot,Petal burst pressure,powder mass,Actual Velocity,expected velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/vol,Density,Moment of inerta,cd,sabo length
893,29 mm,D,12.96,12.96,8.16,10.99,50.64,2.42,1078.55,1054.34,conical,type2,,,aluminum,0.15,527.667,1139.761,0.463,2700,0.4122,0.134,38.64
894,29 mm,A,7.58,7.58,4.69,5.62,110.91,4.21,1379.34,1309.67,cylindrical,type1,14.13,5.39,brass,0.245,180.505,228.037,0.792,8500,0.2272,0.141,51.81
895,29 mm,B,17.68,17.68,7.34,9.26,46.82,3.17,1066.19,1084.98,ogive,type1,12.56,9.54,steel,0.41,982.007,2893.646,0.339,7800,0.3198,0.606,62.44
896,40 mm,A,18.14,18.14,15.7,18.48,113.93,5.41,1480.16,1435.65,spherical,type3,9.41,8.13,brass,0.177,1033.771,3125.435,0.331,8500,0.205,0.438,64.94
897,29 mm,A,19.39,19.39,14.64,15.23,24.87,3.54,1158.58,1162.37,cylindrical,type1,9.43,14.96,brass,0.103,1181.151,3817.087,0.309,8500,0.3258,0.774,28.33
898,29 mm,E,19.64,19.64,9.73,11.49,39.69,1.62,843.95,864.36,ogive,type3,5.6,9.74,aluminum,0.56,1211.805,3966.643,0.305,2700,0.341,0.351,25.59
899,29 mm,D,9.09,9.09,4.33,5.05,46.57,5.48,1504.47,1522.6,conical,type1,8.95,7.65,steel,0.532,259.584,393.27,0.66,7800,0.4481,0.235,70.07
900,40 mm,D,17.75,17.75,10.5,13.43,116.81,4.98,1370.06,1375.34,spherical,type3,11.73,10.29,brass,0.627,989.798,2928.153,0.338,8500,0.4523,0.26,76.12
901,40 mm,A,7.38,7.38,18.17,19.02,34.84,1.51,834.96,838.68,ogive,type1,13.5,5.15,tungsten,0.377,171.105,210.459,0.813,19300,0.0186,0.296,74.63
902,40 mm,E,11.95,11.95,18.26,20.91,92.44,4.55,1337.69,1276.67,cylindrical,type1,,11.64,brass,0.401,448.627,893.516,0.502,8500,0.3955,0.472,62.77
903,29 mm,C,19.04,19.04,11.06,11.59,102.06,1.82,897.73,930.4,cylindrical,type1,4.81,8.93,tungsten,0.303,1138.895,3614.094,0.315,19300,0.1652,0.149,59.53
904,40 mm,A,14.6,14.6,10.5,11.14,62.61,2.4,951.24,983.4,conical,type1,,12.99,tungsten,0.773,669.662,1629.511,0.411,19300,0.1165,0.561,43.59
905,29 mm,E,13.29,13.29,14.01,15.27,68.48,2.1,928.43,934.23,spherical,type2,10.31,7.48,brass,0.202,554.881,1229.061,0.451,8500,0.024,0.757,69.09
906,29 mm,A,17.41,17.41,9.22,12.19,88.12,2.87,1176.2,1112.15,ogive,type2,,10.49,tungsten,0.724,952.242,2763.089,0.345,19300,0.4897,0.642,60.18
907,29 mm,B,11.01,11.01,5.49,7.6,46.05,4.92,1426.49,1370.59,ogive,type1,7.29,11.73,aluminum,0.116,380.824,698.812,0.545,2700,0.255,0.726,52.71
908,40 mm,E,9.71,9.71,19.25,19.87,51.77,2.09,841.29,900.82,ogive,type3,,4.2,tungsten,0.511,296.202,479.354,0.618,19300,0.0398,0.292,22.1
909,29 mm,C,16.36,16.36,15.65,17.83,90.35,1.83,852.73,832.22,spherical,type3,11.43,,tungsten,0.653,840.846,2292.707,0.367,19300,0.4542,0.423,62.66
910,40 mm,E,12.66,12.66,19.51,22.38,64.34,1.77,849.37,789.48,spherical,type2,,6.94,steel,0.76,503.521,1062.429,0.474,7800,0.4989,0.472,73.8
911,40 mm,E,6.48,6.48,16.92,17.92,45.54,3.58,1192.17,1142.84,ogive,type2,9.19,,aluminum,0.416,131.917,142.47,0.926,2700,0.2742,0.205,79.2
912,40 mm,E,17.23,17.23,4.66,7.18,23.33,3.58,1200.59,1227.1,ogive,type2,6.52,4.44,tungsten,0.641,932.654,2678.271,0.348,19300,0.3675,0.694,69.36
913,29 mm,C,18.87,18.87,6.32,8.19,105.94,4.75,1344.47,1361.3,ogive,type3,4.32,11.47,brass,0.757,1118.649,3518.15,0.318,8500,0.3584,0.349,43.58
914,29 mm,E,12.89,12.89,15.69,18.31,86.51,2.0,837.64,907.17,cylindrical,type1,,,aluminum,0.45,521.982,1121.392,0.465,2700,0.4453,0.697,74.16
915,29 mm,D,10.39,10.39,2.36,3.86,61.7,3.4,1193.24,1204.41,cylindrical,type1,11.68,5.98,steel,0.216,339.142,587.28,0.577,7800,0.2228,0.828,33.9
916,40 mm,A,5.81,5.81,5.49,6.76,27.99,2.72,1012.06,1041.34,ogive,type2,4.95,7.46,tungsten,0.794,106.048,102.69,1.033,19300,0.4813,0.44,32.17
917,29 mm,B,13.94,13.94,10.01,11.96,103.79,4.4,1357.02,1289.25,ogive,type2,6.09,5.62,tungsten,0.566,610.486,1418.362,0.43,19300,0.4503,0.899,54.33
918,40 mm,E,16.19,16.19,16.28,17.97,72.07,5.74,1498.15,1436.96,ogive,type2,,7.74,tungsten,0.233,823.462,2221.975,0.371,19300,0.1726,0.285,63.01
919,29 mm,E,6.99,6.99,18.72,20.1,37.67,5.52,1365.69,1379.23,conical,type1,11.84,6.89,aluminum,0.415,153.499,178.826,0.858,2700,0.473,0.832,37.81
920,29 mm,C,6.73,6.73,17.35,19.65,84.86,2.24,848.58,887.66,conical,type2,3.41,4.44,brass,0.11,142.292,159.604,0.892,8500,0.343,0.396,30.14
921,29 mm,D,8.72,8.72,17.59,19.05,61.86,4.33,1241.15,1243.75,spherical,type3,8.63,11.42,tungsten,0.739,238.882,347.175,0.688,19300,0.4226,0.562,64.69
922,40 mm,A,10.64,10.64,7.76,8.45,42.16,1.8,948.35,934.38,conical,type3,5.42,13.59,steel,0.364,355.658,630.701,0.564,7800,0.4776,0.525,56.27
923,40 mm,A,15.19,15.19,4.96,7.25,72.47,3.09,1196.95,1154.05,spherical,type3,12.61,,brass,0.516,724.879,1835.152,0.395,8500,0.4196,0.298,58.03
924,29 mm,A,18.25,18.25,2.42,4.94,58.81,2.43,1056.45,1031.1,cylindrical,type1,,7.7,brass,0.271,1046.347,3182.638,0.329,8500,0.2935,0.843,68.82
925,29 mm,B,16.81,16.81,10.6,11.21,56.18,5.56,1472.83,1417.96,spherical,type3,11.13,5.39,brass,0.718,887.739,2487.149,0.357,8500,0.0958,0.762,69.21
926,40 mm,B,8.32,8.32,19.54,20.48,68.57,4.71,1247.75,1259.95,cylindrical,type1,,8.08,brass,0.668,217.469,301.556,0.721,8500,0.3516,0.79,45.07
927,40 mm,C,8.63,8.63,18.79,21.04,77.66,4.57,1287.06,1284.46,cylindrical,type2,13.72,9.32,brass,0.659,233.976,336.536,0.695,8500,0.0193,0.299,44.05
928,40 mm,B,15.35,15.35,7.39,8.31,22.11,4.74,1386.13,1336.93,conical,type2,11.89,9.55,brass,0.388,740.23,1893.755,0.391,8500,0.4096,0.478,49.55
929,29 mm,A,8.48,8.48,19.62,21.87,118.25,2.11,848.29,916.74,spherical,type3,,3.91,steel,0.829,225.913,319.291,0.708,7800,0.2699,0.702,32.81
930,40 mm,E,8.23,8.23,11.34,13.44,101.08,4.06,1215.11,1273.51,ogive,type3,5.3,,aluminum,0.525,212.789,291.876,0.729,2700,0.0684,0.269,52.37
931,40 mm,A,10.96,10.96,14.41,16.11,29.71,4.85,1344.16,1314.65,cylindrical,type1,8.99,,tungsten,0.156,377.373,689.335,0.547,19300,0.097,0.407,35.73
932,29 mm,A,19.15,19.15,19.04,21.84,95.58,2.35,954.96,959.53,conical,type2,5.37,5.98,brass,0.57,1152.093,3677.096,0.313,8500,0.1641,0.676,51.96
933,29 mm,E,12.53,12.53,17.33,19.22,103.73,5.47,1424.64,1436.67,spherical,type3,13.86,12.93,tungsten,0.781,493.233,1030.035,0.479,19300,0.058,0.277,44.11
934,29 mm,C,18.68,18.68,19.12,22.05,52.11,5.61,1341.81,1366.28,cylindrical,type1,,13.09,aluminum,0.327,1096.235,3412.945,0.321,2700,0.4425,0.762,25.27
935,29 mm,B,14.19,14.19,14.34,16.21,92.4,1.82,861.48,831.85,conical,type1,3.81,,aluminum,0.689,632.579,1496.049,0.423,2700,0.1786,0.138,32.51
936,29 mm,A,16.01,16.01,14.56,16.79,85.7,2.99,1038.92,1026.76,spherical,type1,,,brass,0.366,805.253,2148.684,0.375,8500,0.4635,0.862,79.07
937,40 mm,A,9.86,9.86,15.67,17.64,49.7,3.55,1096.81,1097.35,ogive,type3,3.72,,aluminum,0.858,305.424,501.914,0.609,2700,0.0338,0.583,41.85
938,29 mm,B,16.96,16.96,9.97,10.55,73.6,4.7,1378.05,1342.36,ogive,type2,9.0,,brass,0.3,903.653,2554.325,0.354,8500,0.4476,0.469,68.61
939,29 mm,C,11.17,11.17,14.66,17.44,90.68,2.36,922.6,901.69,conical,type3,,12.16,tungsten,0.482,391.973,729.723,0.537,19300,0.4305,0.357,28.94
940,29 mm,C,10.55,10.55,18.94,19.56,67.31,1.74,893.52,854.73,ogive,type3,11.9,,brass,0.173,349.667,614.831,0.569,8500,0.3415,0.823,28.53
941,29 mm,C,7.93,7.93,16.38,17.06,72.21,2.71,1023.47,976.14,conical,type2,5.94,7.81,brass,0.237,197.559,261.107,0.757,8500,0.3809,0.871,76.58
942,29 mm,D,10.14,10.14,16.33,17.53,24.6,4.69,1251.91,1248.1,ogive,type3,11.61,4.48,steel,0.417,323.017,545.899,0.592,7800,0.2466,0.486,21.29
943,29 mm,C,7.3,7.3,10.63,11.2,39.1,1.63,790.89,828.84,ogive,type3,13.61,12.03,steel,0.592,167.415,203.689,0.822,7800,0.1586,0.328,48.63
944,29 mm,A,9.82,9.82,14.82,16.9,92.97,2.28,912.53,920.59,ogive,type2,12.15,,steel,0.212,302.951,495.83,0.611,7800,0.035,0.83,60.08
945,29 mm,C,19.62,19.62,5.84,8.22,96.44,3.95,1238.36,1294.47,conical,type1,,,aluminum,0.357,1209.338,3954.537,0.306,2700,0.3485,0.527,28.42
946,29 mm,E,13.25,13.25,6.22,8.49,60.92,1.75,898.31,902.98,cylindrical,type3,,,tungsten,0.504,551.546,1217.997,0.453,19300,0.3196,0.598,24.75
947,29 mm,D,9.62,9.62,9.9,12.19,30.41,2.25,986.95,985.82,ogive,type3,,9.52,brass,0.243,290.737,466.148,0.624,8500,0.0455,0.574,78.57
948,40 mm,D,12.55,12.55,16.51,19.28,101.49,4.39,1261.58,1291.07,conical,type2,14.59,,brass,0.401,494.809,1034.975,0.478,8500,0.4584,0.384,63.65
949,40 mm,A,14.89,14.89,4.07,5.38,90.32,1.6,932.05,935.62,cylindrical,type2,13.39,12.89,aluminum,0.449,696.529,1728.553,0.403,2700,0.4522,0.265,76.12
950,29 mm,B,18.73,18.73,14.41,15.66,110.78,5.38,1380.44,1415.13,conical,type3,,14.16,brass,0.215,1102.111,3440.424,0.32,8500,0.1839,0.576,21.63
951,40 mm,C,17.54,17.54,19.78,21.95,82.78,3.84,1078.25,1116.82,conical,type2,12.28,,brass,0.432,966.516,2825.448,0.342,8500,0.4531,0.614,52.14
952,40 mm,B,11.85,11.85,19.14,20.58,110.11,4.53,1238.59,1237.15,ogive,type1,12.17,,aluminum,0.383,441.15,871.272,0.506,2700,0.1853,0.747,35.55
953,40 mm,B,14.65,14.65,16.34,16.93,99.95,1.99,847.68,870.73,cylindrical,type2,10.36,9.47,brass,0.332,674.256,1646.31,0.41,8500,0.0279,0.686,57.05
954,29 mm,A,14.94,14.94,16.41,17.22,111.25,3.86,1138.43,1121.6,conical,type1,13.52,10.21,steel,0.178,701.215,1746.025,0.402,7800,0.0932,0.278,32.62
955,40 mm,D,12.37,12.37,17.81,20.69,59.23,1.84,855.9,823.37,conical,type1,14.48,10.64,steel,0.569,480.717,991.078,0.485,7800,0.213,0.132,48.77
956,40 mm,B,5.51,5.51,9.69,10.98,30.7,5.91,1601.42,1531.46,conical,type3,13.27,,steel,0.613,95.379,87.59,1.089,7800,0.365,0.584,38.72
957,40 mm,D,15.44,15.44,8.79,11.38,72.82,3.22,1134.68,1134.55,cylindrical,type1,,,aluminum,0.385,748.936,1927.261,0.389,2700,0.2454,0.506,23.87
958,29 mm,E,8.94,8.94,15.31,16.54,29.19,3.86,1140.82,1137.71,ogive,type1,12.61,10.94,aluminum,0.261,251.087,374.12,0.671,2700,0.2759,0.509,26.43
959,29 mm,A,11.08,11.08,8.76,10.34,49.96,2.03,876.0,905.11,cylindrical,type2,7.9,7.48,aluminum,0.509,385.682,712.226,0.542,2700,0.1072,0.463,35.35
960,40 mm,B,7.42,7.42,17.95,18.46,86.28,1.72,827.75,839.93,cylindrical,type3,12.93,3.57,steel,0.85,172.965,213.9,0.809,7800,0.2028,0.894,60.98
961,40 mm,D,9.02,9.02,4.33,6.87,88.67,4.2,1393.59,1335.66,conical,type1,,9.57,aluminum,0.876,255.601,384.254,0.665,2700,0.084,0.734,48.75
962,40 mm,E,5.45,5.45,12.01,13.32,57.78,3.66,1266.98,1210.56,conical,type2,4.16,8.59,steel,0.394,93.313,84.759,1.101,7800,0.3107,0.195,59.81
963,40 mm,A,13.21,13.21,16.48,18.7,59.56,3.75,1233.49,1165.93,conical,type2,14.52,7.15,steel,0.165,548.221,1206.999,0.454,7800,0.3515,0.581,76.59
964,29 mm,C,19.79,19.79,18.08,20.83,71.6,4.87,1310.34,1297.8,ogive,type2,,,aluminum,0.623,1230.386,4058.224,0.303,2700,0.4373,0.74,70.11
965,29 mm,A,16.92,16.92,8.36,10.24,42.24,3.35,1222.94,1171.23,spherical,type1,,,brass,0.399,899.395,2536.295,0.355,8500,0.485,0.268,54.5
966,29 mm,B,9.54,9.54,15.01,15.64,44.66,4.22,1203.71,1201.85,spherical,type1,4.3,6.81,brass,0.475,285.921,454.615,0.629,8500,0.0304,0.883,53.04
967,40 mm,B,16.22,16.22,11.27,14.14,42.88,1.84,915.57,930.3,cylindrical,type1,3.34,10.54,brass,0.75,826.517,2234.35,0.37,8500,0.3915,0.256,76.27
968,40 mm,B,8.13,8.13,2.68,5.56,92.51,2.14,1009.05,982.7,cylindrical,type3,12.26,10.33,brass,0.154,207.65,281.365,0.738,8500,0.3955,0.426,65.67
969,29 mm,A,13.27,13.27,14.9,16.39,36.63,1.59,799.58,811.73,conical,type2,11.25,4.86,aluminum,0.118,553.212,1223.521,0.452,2700,0.3966,0.605,22.54
970,40 mm,A,13.78,13.78,6.91,9.57,75.02,5.0,1424.47,1399.06,ogive,type2,10.21,8.18,aluminum,0.855,596.552,1370.081,0.435,2700,0.2662,0.759,39.68
971,40 mm,D,9.23,9.23,4.98,7.92,46.07,4.37,1260.6,1305.96,spherical,type3,7.65,6.89,aluminum,0.153,267.641,411.722,0.65,2700,0.3915,0.518,75.91
972,29 mm,E,15.15,15.15,13.83,15.61,81.89,5.45,1526.07,1467.65,cylindrical,type2,8.94,6.57,tungsten,0.797,721.066,1820.692,0.396,19300,0.0313,0.557,33.01
973,40 mm,C,5.01,5.01,9.63,11.86,91.64,3.81,1205.49,1242.9,conical,type3,,13.07,tungsten,0.155,78.854,65.843,1.198,19300,0.1751,0.209,72.4
974,29 mm,B,11.53,11.53,19.65,20.89,28.55,2.74,1005.1,1019.82,spherical,type1,9.73,4.18,steel,0.327,417.646,802.577,0.52,7800,0.3968,0.417,31.1
975,29 mm,B,14.96,14.96,14.95,17.05,109.54,4.48,1312.83,1281.88,conical,type1,4.03,,brass,0.503,703.093,1753.046,0.401,8500,0.4049,0.702,48.97
976,29 mm,A,10.12,10.12,7.32,9.15,49.49,3.52,1087.62,1154.07,ogive,type3,3.34,12.35,brass,0.887,321.744,542.675,0.593,8500,0.0762,0.601,65.67
977,29 mm,A,7.66,7.66,13.65,14.97,108.43,1.95,930.42,907.71,conical,type1,9.74,11.78,brass,0.76,184.335,235.334,0.783,8500,0.4066,0.272,36.02
978,29 mm,C,19.81,19.81,6.06,8.4,83.17,2.72,1119.58,1070.05,cylindrical,type3,,14.23,tungsten,0.523,1232.874,4070.54,0.303,19300,0.3024,0.605,62.23
979,29 mm,A,7.89,7.89,7.14,9.04,55.4,4.14,1272.31,1319.42,ogive,type3,11.78,4.19,tungsten,0.57,195.571,257.176,0.76,19300,0.367,0.749,66.16
980,29 mm,E,15.16,15.16,8.4,9.0,42.81,3.84,1224.43,1210.81,conical,type2,9.62,10.03,steel,0.301,722.018,1824.3,0.396,7800,0.2339,0.385,31.63
981,29 mm,A,10.27,10.27,4.04,6.3,80.95,4.21,1231.52,1270.5,spherical,type1,,7.52,tungsten,0.201,331.353,567.166,0.584,19300,0.3206,0.869,43.78
982,29 mm,B,16.76,16.76,18.51,21.31,40.4,3.39,1116.46,1092.2,conical,type3,4.38,10.21,steel,0.429,882.466,2465.021,0.358,7800,0.461,0.352,40.97
983,40 mm,D,13.29,13.29,18.76,21.01,21.79,3.12,1048.02,1018.76,spherical,type1,8.49,,brass,0.192,554.881,1229.061,0.451,8500,0.1867,0.558,30.0
984,40 mm,A,18.43,18.43,14.47,15.9,114.54,5.25,1476.93,1413.38,spherical,type2,4.25,12.46,aluminum,0.48,1067.089,3277.741,0.326,2700,0.2948,0.246,73.27
985,29 mm,E,9.52,9.52,9.41,9.93,73.23,4.05,1215.21,1257.24,spherical,type2,,,steel,0.767,284.724,451.762,0.63,7800,0.2384,0.548,71.58
986,40 mm,D,19.04,19.04,14.3,15.21,48.58,3.7,1211.34,1175.46,cylindrical,type3,7.95,4.76,steel,0.403,1138.895,3614.094,0.315,7800,0.4043,0.224,53.8
987,40 mm,A,8.77,8.77,2.98,5.41,44.9,5.06,1375.18,1422.45,ogive,type1,5.66,8.01,brass,0.878,241.629,353.181,0.684,8500,0.435,0.366,53.32
988,40 mm,C,7.45,7.45,12.66,15.38,39.14,5.03,1377.03,1394.65,ogive,type1,14.26,4.55,aluminum,0.147,174.366,216.505,0.805,2700,0.0154,0.618,49.05
989,29 mm,A,15.06,15.06,12.09,15.08,29.89,1.96,935.79,880.01,ogive,type1,,7.94,brass,0.345,712.525,1788.437,0.398,8500,0.1373,0.437,27.1
990,40 mm,B,12.62,12.62,18.05,19.55,64.92,4.96,1323.59,1307.45,spherical,type3,,,brass,0.205,500.344,1052.39,0.475,8500,0.376,0.662,51.83
991,40 mm,C,7.52,7.52,8.16,9.59,27.78,3.13,1087.42,1081.49,cylindrical,type1,,,aluminum,0.459,177.658,222.665,0.798,2700,0.0889,0.777,28.02
992,29 mm,D,8.32,8.32,6.53,8.56,87.29,3.19,1191.42,1158.41,spherical,type1,,,aluminum,0.498,217.469,301.556,0.721,2700,0.2922,0.723,30.87
993,29 mm,A,9.7,9.7,14.05,15.71,43.37,3.57,1129.55,1119.77,cylindrical,type1,14.55,14.36,aluminum,0.476,295.592,477.874,0.619,2700,0.0124,0.801,28.99
994,29 mm,E,11.06,11.06,19.91,22.27,80.18,5.63,1329.33,1366.27,ogive,type1,14.94,7.32,aluminum,0.354,384.291,708.376,0.542,2700,0.1893,0.882,46.53
995,29 mm,E,9.51,9.51,2.95,5.36,24.18,2.87,1149.43,1127.96,conical,type3,14.98,6.0,aluminum,0.845,284.126,450.34,0.631,2700,0.2468,0.754,40.09
996,40 mm,E,9.93,9.93,14.4,17.18,66.16,4.73,1225.33,1282.39,ogive,type2,8.39,5.46,steel,0.563,309.776,512.68,0.604,7800,0.3731,0.472,60.23
997,29 mm,B,17.12,17.12,12.11,14.51,84.36,2.82,1009.22,1040.77,spherical,type3,12.64,8.37,steel,0.545,920.783,2627.301,0.35,7800,0.3675,0.162,36.19
998,29 mm,E,5.28,5.28,12.24,13.7,61.68,3.99,1176.4,1210.23,conical,type3,14.71,14.11,steel,0.591,87.583,77.073,1.136,7800,0.0892,0.739,77.7
999,29 mm,B,8.34,8.34,14.56,16.83,42.41,5.32,1397.83,1441.2,ogive,type1,13.26,14.24,steel,0.522,218.515,303.736,0.719,7800,0.1043,0.328,45.97
1000,40 mm,E,13.06,13.06,3.08,4.71,73.73,3.74,1173.15,1225.3,spherical,type3,14.61,,tungsten,0.283,535.841,1166.348,0.459,19300,0.4176,0.437,45.74
